Nom de la commune;Code Postal;Département
ST CALAIS DU DESERT;53140;MAYENNE
ST CALEZ EN SAOSNOIS;72600;SARTHE
ST CANNAT;13760;BOUCHES DU RHONE
ST CAPRAIS;03190;ALLIER
ST CAPRAIS;46250;LOT
ST CAPRAIS;32200;GERS
ST CAPRAIS;18400;CHER
ST CAPRAIS DE BLAYE;33820;GIRONDE
ST CAPRAIS DE BORDEAUX;33880;GIRONDE
ST CAPRAIS DE LERM;47270;LOT ET GARONNE
ST CAPRAISE D EYMET;24500;DORDOGNE
ST CAPRAISE DE LALINDE;24150;DORDOGNE
ST CARADEC;22600;COTES D'ARMOR
ST CARADEC TREGOMEL;56540;MORBIHAN
ST CARNE;22100;COTES D'ARMOR
ST CARREUC;22150;COTES D'ARMOR
ST CASSIEN;38500;ISERE
ST CASSIEN;24540;DORDOGNE
ST CASSIN;73160;SAVOIE
ST CAST LE GUILDO;22380;COTES D'ARMOR
ST CASTIN;64160;PYRENEES ATLANTIQUES
ST CELERIN;72110;SARTHE
ST CENERE;53150;MAYENNE
ST CENERI LE GEREI;61250;ORNE
ST CEOLS;18220;CHER
ST CERE;46400;LOT
ST CERGUES;74140;HAUTE SAVOIE
ST CERNIN;15310;CANTAL
ST CERNIN;46360;LOT
ST CERNIN DE L HERM;24550;DORDOGNE
ST CERNIN DE LABARDE;24560;DORDOGNE
ST CERNIN DE LARCHE;19600;CORREZE
ST CERNIN DE REILLAC;24580;DORDOGNE
ST CESAIRE;30900;GARD
ST CESAIRE;17770;CHARENTE MARITIME
ST CESAIRE DE GAUZIGNAN;30360;GARD
ST CEZAIRE SUR SIAGNE;06780;ALPES MARITIMES
ST CEZERT;31330;HAUTE GARONNE
ST CHABRAIS;23130;CREUSE
ST CHAFFREY;05330;HAUTES ALPES
ST CHAMANT;19380;CORREZE
ST CHAMANT;15140;CANTAL
ST CHAMARAND;46310;LOT
ST CHAMAS;13250;BOUCHES DU RHONE
ST CHAMASSY;24260;DORDOGNE
ST CHAMOND;42400;LOIRE
ST CHAMP;01300;AIN
ST CHAPTES;30190;GARD
ST CHARLES;54860;MEURTHE ET MOSELLE
ST CHARLES DE PERCY;14350;CALVADOS
ST CHARLES LA FORET;53170;MAYENNE
ST CHARTIER;36400;INDRE
ST CHARTRES;86330;VIENNE
ST CHEF;38890;ISERE
ST CHELS;46160;LOT
ST CHELY D APCHER;48200;LOZERE
ST CHELY D AUBRAC;12470;AVEYRON
ST CHERON;51290;MARNE
ST CHERON;91530;ESSONNE
ST CHERON DES CHAMPS;28170;EURE ET LOIR
ST CHINIAN;34360;HERAULT
ST CHRIST BRIOST;80200;SOMME
ST CHRISTAUD;31310;HAUTE GARONNE
ST CHRISTAUD;32320;GERS
ST CHRISTO EN JAREZ;42320;LOIRE
ST CHRISTOL;34400;HERAULT
ST CHRISTOL;07160;ARDECHE
ST CHRISTOL;84390;VAUCLUSE
ST CHRISTOL DE RODIERES;30760;GARD
ST CHRISTOL LES ALES;30380;GARD
ST CHRISTOLY DE BLAYE;33920;GIRONDE
ST CHRISTOLY MEDOC;33340;GIRONDE
ST CHRISTOPHE;23000;CREUSE
ST CHRISTOPHE;03120;ALLIER
ST CHRISTOPHE;16420;CHARENTE
ST CHRISTOPHE;17220;CHARENTE MARITIME
ST CHRISTOPHE;28200;EURE ET LOIR
ST CHRISTOPHE;69860;RHONE
ST CHRISTOPHE;81190;TARN
ST CHRISTOPHE;73360;SAVOIE
ST CHRISTOPHE;86230;VIENNE
ST CHRISTOPHE A BERRY;02290;AISNE
ST CHRISTOPHE COUPERIE;49270;MAINE ET LOIRE
ST CHRISTOPHE D'ALLIER;43340;HAUTE LOIRE
ST CHRISTOPHE DE CHAULIEU;61800;ORNE
ST CHRISTOPHE DE DOUBLE;33230;GIRONDE
ST CHRISTOPHE DE VALAINS;35140;ILLE ET VILAINE
ST CHRISTOPHE DES BARDES;33330;GIRONDE
ST CHRISTOPHE DES BOIS;35210;ILLE ET VILAINE
ST CHRISTOPHE DODINICOURT;10500;AUBE
ST CHRISTOPHE DU BOIS;49280;MAINE ET LOIRE
ST CHRISTOPHE DU FOC;50340;MANCHE
ST CHRISTOPHE DU JAMBET;72170;SARTHE
ST CHRISTOPHE DU LIGNERON;85670;VENDEE
ST CHRISTOPHE DU LUAT;53150;MAYENNE
ST CHRISTOPHE EN BAZELLE;36210;INDRE
ST CHRISTOPHE EN BOUCHERI;36400;INDRE
ST CHRISTOPHE EN BRESSE;71370;SAONE ET LOIRE
ST CHRISTOPHE EN BRIONNAI;71800;SAONE ET LOIRE
ST CHRISTOPHE EN CHAMPAGN;72540;SARTHE
ST CHRISTOPHE EN OISANS;38520;ISERE
ST CHRISTOPHE ET LE LARIS;26350;DROME
ST CHRISTOPHE LE CHAUDRY;18270;CHER
ST CHRISTOPHE LE JAJOLET;61570;ORNE
ST CHRISTOPHE LES GORGES;15700;CANTAL
ST CHRISTOPHE SUR AVRE;27820;EURE
ST CHRISTOPHE SUR CONDE;27450;EURE
ST CHRISTOPHE SUR DOLAISO;43370;HAUTE LOIRE
ST CHRISTOPHE SUR GUIERS;38380;ISERE
ST CHRISTOPHE SUR LE NAIS;37370;INDRE ET LOIRE
ST CHRISTOPHE SUR ROC;79220;DEUX SEVRES
ST CHRISTOPHE VALLON;12330;AVEYRON
ST CIBARD;33570;GIRONDE
ST CIERGE LA SERRE;07800;ARDECHE
ST CIERGE SOUS LE CHEYLAR;07160;ARDECHE
ST CIERGUES;52200;HAUTE MARNE
ST CIERS CHAMPAGNE;17520;CHARENTE MARITIME
ST CIERS D ABZAC;33910;GIRONDE
ST CIERS DE CANESSE;33710;GIRONDE
ST CIERS DU TAILLON;17240;CHARENTE MARITIME
ST CIERS SUR BONNIEURE;16230;CHARENTE
ST CIERS SUR GIRONDE;33820;GIRONDE
ST CIRGUE;81340;TARN
ST CIRGUES;43380;HAUTE LOIRE
ST CIRGUES;46210;LOT
ST CIRGUES DE JORDANNE;15590;CANTAL
ST CIRGUES DE MALBERT;15140;CANTAL
ST CIRGUES DE PRADES;07380;ARDECHE
ST CIRGUES EN MONTAGNE;07510;ARDECHE
ST CIRGUES LA LOUTRE;19220;CORREZE
ST CIRGUES SUR COUZE;63320;PUY DE DOME
ST CIRICE;82340;TARN ET GARONNE
ST CIRQ;24260;DORDOGNE
ST CIRQ;82300;TARN ET GARONNE
ST CIRQ LAPOPIE;46330;LOT
ST CIRQ MADELON;46300;LOT
ST CIRQ SOUILLAGUET;46300;LOT
ST CIVRAN;36170;INDRE
ST CLAIR;46300;LOT
ST CLAIR;07430;ARDECHE
ST CLAIR;82400;TARN ET GARONNE
ST CLAIR;86330;VIENNE
ST CLAIR D ARCEY;27300;EURE
ST CLAIR DE HALOUZE;61490;ORNE
ST CLAIR DE LA TOUR;38110;ISERE
ST CLAIR DU RHONE;38370;ISERE
ST CLAIR SUR EPTE;95770;VAL D'OISE
ST CLAIR SUR GALAURE;38940;ISERE
ST CLAIR SUR L ELLE;50680;MANCHE
ST CLAIR SUR LES MONTS;76190;SEINE MARITIME
ST CLAR;32380;GERS
ST CLAR DE RIVIERE;31600;HAUTE GARONNE
ST CLAUD;16450;CHARENTE
ST CLAUDE;39200;JURA
ST CLAUDE;97120;GUADELOUPE
ST CLAUDE DE DIRAY;41350;LOIR ET CHER
ST CLEMENT;07310;ARDECHE
ST CLEMENT;54950;MEURTHE ET MOSELLE
ST CLEMENT;03250;ALLIER
ST CLEMENT;02360;AISNE
ST CLEMENT;19700;CORREZE
ST CLEMENT;15800;CANTAL
ST CLEMENT;30260;GARD
ST CLEMENT;89100;YONNE
ST CLEMENT A ARNES;08310;ARDENNES
ST CLEMENT DE LA PLACE;49370;MAINE ET LOIRE
ST CLEMENT DE REGNAT;63310;PUY DE DOME
ST CLEMENT DE RIVIERE;34980;HERAULT
ST CLEMENT DE VALORGUE;63660;PUY DE DOME
ST CLEMENT DE VERS;69790;RHONE
ST CLEMENT DES BALEINES;17590;CHARENTE MARITIME
ST CLEMENT DES LEVEES;49350;MAINE ET LOIRE
ST CLEMENT LES PLACES;69930;RHONE
ST CLEMENT RANCOUDRAY;50140;MANCHE
ST CLEMENT SUR DURANCE;05600;HAUTES ALPES
ST CLEMENT SUR GUYE;71460;SAONE ET LOIRE
ST CLEMENT SUR VALSONNE;69170;RHONE
ST CLEMENTIN;79150;DEUX SEVRES
ST CLET;22260;COTES D'ARMOR
ST CLOUD;92210;HAUTS DE SEINE
ST CLOUD EN DUNOIS;28200;EURE ET LOIR
ST COLOMB DE LAUZUN;47410;LOT ET GARONNE
ST COLOMBAN;44310;LOIRE ATLANTIQUE
ST COLOMBAN DES VILLARDS;73130;SAVOIE
ST COLOMBE;05700;HAUTES ALPES
ST COME;33430;GIRONDE
ST COME D OLT;12500;AVEYRON
ST COME DE FRESNE;14960;CALVADOS
ST COME DU MONT;50500;MANCHE
ST COME ET MARUEJOLS;30870;GARD
ST CONGARD;56140;MORBIHAN
ST CONNAN;22480;COTES D'ARMOR
ST CONNEC;22530;COTES D'ARMOR
ST CONSTANT;15600;CANTAL
ST CONTEST;14280;CALVADOS
ST CORNEILLE;72460;SARTHE
ST CORNIER DES LANDES;61800;ORNE
ST COSME;68210;HAUT RHIN
ST COSME EN VAIRAIS;72110;SARTHE
ST COUAT D AUDE;11700;AUDE
ST COUAT DU RAZES;11300;AUDE
ST COULITZ;29150;FINISTERE
ST COULOMB;35350;ILLE ET VILAINE
ST COUTANT;16350;CHARENTE
ST COUTANT;79120;DEUX SEVRES
ST COUTANT LE GRAND;17430;CHARENTE MARITIME
ST CREAC;32380;GERS
ST CREAC;65100;HAUTES PYRENEES
ST CREPIN;05600;HAUTES ALPES
ST CREPIN;17380;CHARENTE MARITIME
ST CREPIN AUX BOIS;60170;OISE
ST CREPIN D AUBEROCHE;24330;DORDOGNE
ST CREPIN DE RICHEMONT;24310;DORDOGNE
ST CREPIN ET CARLUCET;24590;DORDOGNE
ST CREPIN IBOUVILLERS;60149;OISE
ST CREPIN IBOUVILLERS;60790;OISE
ST CRESPIN;14270;CALVADOS
ST CRESPIN;76590;SEINE MARITIME
ST CRESPIN SUR MOINE;49230;MAINE ET LOIRE
ST CRICQ;32430;GERS
ST CRICQ CHALOSSE;40700;LANDES
ST CRICQ DU GAVE;40300;LANDES
ST CRICQ VILLENEUVE;40190;LANDES
ST CROIX DE CADERLE;30460;GARD
ST CROIX DU VERDON;04500;ALPES DE HAUTE PROVENCE
ST CYBARDEAUX;16170;CHARENTE
ST CYBRANET;24250;DORDOGNE
ST CYPRIEN;42160;LOIRE
ST CYPRIEN;19130;CORREZE
ST CYPRIEN;46800;LOT
ST CYPRIEN;24220;DORDOGNE
ST CYPRIEN;66750;PYRENEES ORIENTALES
ST CYPRIEN PLAGE;66750;PYRENEES ORIENTALES
ST CYPRIEN SUR DOURDOU;12320;AVEYRON
ST CYR;07430;ARDECHE
ST CYR;50310;MANCHE
ST CYR;87310;HAUTE VIENNE
ST CYR;86130;VIENNE
ST CYR;71240;SAONE ET LOIRE
ST CYR AU MONT D OR;69450;RHONE
ST CYR DE FAVIERES;42132;LOIRE
ST CYR DE SALERNE;27800;EURE
ST CYR DE VALORGES;42114;LOIRE
ST CYR DES GATS;85410;VENDEE
ST CYR DU BAILLEUL;50720;MANCHE
ST CYR DU DORET;17170;CHARENTE MARITIME
ST CYR DU GAULT;41190;LOIR ET CHER
ST CYR DU RONCERAY;14290;CALVADOS
ST CYR EN ARTHIES;95510;VAL D'OISE
ST CYR EN BOURG;49260;MAINE ET LOIRE
ST CYR EN PAIL;53140;MAYENNE
ST CYR EN RETZ;44580;LOIRE ATLANTIQUE
ST CYR EN TALMONDAIS;85540;VENDEE
ST CYR EN VAL;45590;LOIRET
ST CYR L ECOLE;78210;YVELINES
ST CYR LA CAMPAGNE;27370;EURE
ST CYR LA LANDE;79100;DEUX SEVRES
ST CYR LA RIVIERE;91690;ESSONNE
ST CYR LA ROCHE;19130;CORREZE
ST CYR LA ROSIERE;61130;ORNE
ST CYR LE CHATOUX;69870;RHONE
ST CYR LE GRAVELAIS;53320;MAYENNE
ST CYR LES CHAMPAGNES;24270;DORDOGNE
ST CYR LES COLONS;89800;YONNE
ST CYR LES VIGNES;42210;LOIRE
ST CYR MONTMALIN;39600;JURA
ST CYR SOUS DOURDAN;91410;ESSONNE
ST CYR SUR LE RHONE;69560;RHONE
ST CYR SUR LOIRE;37540;INDRE ET LOIRE
ST CYR SUR MENTHON;01380;AIN
ST CYR SUR MER;83270;VAR
ST CYR SUR MORIN;77750;SEINE ET MARNE
ST CYRAN DU JAMBOT;36700;INDRE
ST DALMAS DE TENDE;06430;ALPES MARITIMES
ST DALMAS LE SELVAGE;06660;ALPES MARITIMES
ST DAUNES;46800;LOT
ST DENIS;30500;GARD
ST DENIS;11310;AUDE
ST DENIS;89100;YONNE
ST DENIS;97400;REUNION
ST DENIS;97417;REUNION
ST DENIS;93210;SEINE SAINT DENIS
ST DENIS;79220;DEUX SEVRES
ST DENIS;93200;SEINE SAINT DENIS
ST DENIS;97490;REUNION
ST DENIS CAMELIAS;97400;REUNION
ST DENIS CATUS;46150;LOT
ST DENIS CHAUDRON;97490;REUNION
ST DENIS COMBARNAZAT;63310;PUY DE DOME
ST DENIS D ACLON;76860;SEINE MARITIME
ST DENIS D ANJOU;53290;MAYENNE
ST DENIS D AUGERONS;27390;EURE
ST DENIS D AUTHOU;28480;EURE ET LOIR
ST DENIS D OLERON;17650;CHARENTE MARITIME
ST DENIS D ORQUES;72350;SARTHE
ST DENIS DE CABANNE;42750;LOIRE
ST DENIS DE GASTINES;53500;MAYENNE
ST DENIS DE JOUHET;36230;INDRE
ST DENIS DE L HOTEL;45550;LOIRET
ST DENIS DE MAILLOC;14100;CALVADOS
ST DENIS DE MERE;14110;CALVADOS
ST DENIS DE PALIN;18130;CHER
ST DENIS DE PILE;33910;GIRONDE
ST DENIS DE VAUX;71640;SAONE ET LOIRE
ST DENIS DE VILLENETTE;61330;ORNE
ST DENIS DES COUDRAIS;72110;SARTHE
ST DENIS DES MONTS;27520;EURE
ST DENIS DES MURS;87400;HAUTE VIENNE
ST DENIS DES PUITS;28240;EURE ET LOIR
ST DENIS DU BEHELAN;27160;EURE
ST DENIS DU MAINE;53170;MAYENNE
ST DENIS DU PAYRE;85580;VENDEE
ST DENIS DU PIN;17400;CHARENTE MARITIME
ST DENIS EN BUGEY;01500;AIN
ST DENIS EN MARGERIDE;48700;LOZERE
ST DENIS EN VAL;45560;LOIRET
ST DENIS LA CHEVASSE;85170;VENDEE
ST DENIS LE FERMENT;27140;EURE
ST DENIS LE GAST;50450;MANCHE
ST DENIS LE THIBOULT;76116;SEINE MARITIME
ST DENIS LE VETU;50210;MANCHE
ST DENIS LES BOURG;01000;AIN
ST DENIS LES MARTEL;46600;LOT
ST DENIS LES PONTS;28200;EURE ET LOIR
ST DENIS LES REBAIS;77510;SEINE ET MARNE
ST DENIS MAISONCELLES;14350;CALVADOS
ST DENIS SUR COISE;42140;LOIRE
ST DENIS SUR HUISNE;61400;ORNE
ST DENIS SUR LOIRE;41000;LOIR ET CHER
ST DENIS SUR OUANNE;89120;YONNE
ST DENIS SUR SARTHON;61420;ORNE
ST DENIS SUR SCIE;76890;SEINE MARITIME
ST DENIS TADAR;97400;REUNION
ST DENISCOURT;60380;OISE
ST DENOEUX;62990;PAS DE CALAIS
ST DENOUAL;22400;COTES D'ARMOR
ST DERRIEN;29440;FINISTERE
ST DESERT;71390;SAONE ET LOIRE
ST DESIR;14100;CALVADOS
ST DESIRAT;07340;ARDECHE
ST DESIRE;03370;ALLIER
ST DEZERY;30190;GARD
ST DEZERY;19200;CORREZE
ST DIDIER;21210;COTE D'OR
ST DIDIER;35220;ILLE ET VILAINE
ST DIDIER;39570;JURA
ST DIDIER;58190;NIEVRE
ST DIDIER;84210;VAUCLUSE
ST DIDIER AU MONT D OR;69370;RHONE
ST DIDIER D ALLIER;43580;HAUTE LOIRE
ST DIDIER D AUSSIAT;01340;AIN
ST DIDIER DE BIZONNES;38690;ISERE
ST DIDIER DE CHARPEY;26300;DROME
ST DIDIER DE FORMANS;01600;AIN
ST DIDIER DE LA TOUR;38110;ISERE
ST DIDIER DES BOIS;27370;EURE
ST DIDIER EN BRESSE;71620;SAONE ET LOIRE
ST DIDIER EN BRIONNAIS;71110;SAONE ET LOIRE
ST DIDIER EN DONJON;03130;ALLIER
ST DIDIER EN VELAY;43140;HAUTE LOIRE
ST DIDIER LA FORET;03110;ALLIER
ST DIDIER SOUS AUBENAS;07200;ARDECHE
ST DIDIER SOUS ECOUVES;61320;ORNE
ST DIDIER SOUS RIVERIE;69440;RHONE
ST DIDIER SUR ARROUX;71190;SAONE ET LOIRE
ST DIDIER SUR BEAUJEU;69430;RHONE
ST DIDIER SUR CHALARONNE;01140;AIN
ST DIDIER SUR DOULON;43440;HAUTE LOIRE
ST DIDIER SUR ROCHEFORT;42111;LOIRE
ST DIE;88100;VOSGES
ST DIER D AUVERGNE;63520;PUY DE DOME
ST DIERY;63320;PUY DE DOME
ST DIONIZY;30980;GARD
ST DISDIER;05250;HAUTES ALPES
ST DIVY;29800;FINISTERE
ST DIZANT DU BOIS;17150;CHARENTE MARITIME
ST DIZANT DU GUA;17240;CHARENTE MARITIME
ST DIZIER;52100;HAUTE MARNE
ST DIZIER EN DIOIS;26310;DROME
ST DIZIER L EVEQUE;90100;TERRITOIRE DE BELFORT
ST DIZIER LA TOUR;23130;CREUSE
ST DIZIER LES DOMAINES;23270;CREUSE
ST DIZIER LEYRENNE;23400;CREUSE
ST DOLAY;56130;MORBIHAN
ST DOMET;23190;CREUSE
ST DOMINEUC;35190;ILLE ET VILAINE
ST DONAN;22800;COTES D'ARMOR
ST DONAT;63680;PUY DE DOME
ST DONAT SUR L HERBASSE;26260;DROME
ST DOS;64270;PYRENEES ATLANTIQUES
ST DOULCHARD;18230;CHER
ST DREZERY;34160;HERAULT
ST DYE SUR LOIRE;41500;LOIR ET CHER
ST EBLE;43300;HAUTE LOIRE
ST EBREMOND DE BONFOSSE;50750;MANCHE
ST EDMOND;71740;SAONE ET LOIRE
ST EFFLAM;22310;COTES D'ARMOR
ST EGREVE;38120;ISERE
ST ELIE;97312;GUYANE
ST ELIER;27190;EURE
ST ELIPH;28240;EURE ET LOIR
ST ELIX;32450;GERS
ST ELIX LE CHATEAU;31430;HAUTE GARONNE
ST ELIX SEGLAN;31420;HAUTE GARONNE
ST ELIX THEUX;32300;GERS
ST ELLIER;49320;MAINE ET LOIRE
ST ELLIER DU MAINE;53220;MAYENNE
ST ELLIER LES BOIS;61320;ORNE
ST ELOI;01800;AIN
ST ELOI;23000;CREUSE
ST ELOI;22540;COTES D'ARMOR
ST ELOI;58000;NIEVRE
ST ELOI DE FOURQUES;27800;EURE
ST ELOI LA GLACIERE;63890;PUY DE DOME
ST ELOY;29460;FINISTERE
ST ELOY D ALLIER;03370;ALLIER
ST ELOY DE GY;18110;CHER
ST ELOY LES MINES;63700;PUY DE DOME
ST ELOY LES TUILERIES;19210;CORREZE
ST EMAN;28120;EURE ET LOIR
ST EMILAND;71490;SAONE ET LOIRE
ST EMILIEN DE BLAIN;44130;LOIRE ATLANTIQUE
ST EMILION;33330;GIRONDE
ST ENNEMOND;03400;ALLIER
ST EPAIN;37800;INDRE ET LOIRE
ST EPVRE;57580;MOSELLE
ST ERBLON;35230;ILLE ET VILAINE
ST ERBLON;53390;MAYENNE
ST ERME OUTRE ET RAMECOUR;02820;AISNE
ST ESPRIT;97270;MARTINIQUE
ST ESTEBEN;64640;PYRENEES ATLANTIQUES
ST ESTEPHE;24360;DORDOGNE
ST ESTEPHE;33180;GIRONDE
ST ESTEPHE;16440;CHARENTE
ST ESTEVE;66240;PYRENEES ORIENTALES
ST ESTEVE JANSON;13610;BOUCHES DU RHONE
ST ETIENNE;42100;LOIRE
ST ETIENNE;42000;LOIRE
ST ETIENNE A ARNES;08310;ARDENNES
ST ETIENNE AU MONT;62360;PAS DE CALAIS
ST ETIENNE AU TEMPLE;51460;MARNE
ST ETIENNE AUX CLOS;19200;CORREZE
ST ETIENNE CANTALES;15150;CANTAL
ST ETIENNE D ALBAGNAN;34390;HERAULT
ST ETIENNE D ORTHE;40300;LANDES
ST ETIENNE DE BAIGORRY;64430;PYRENEES ATLANTIQUES
ST ETIENNE DE BOULOGNE;07200;ARDECHE
ST ETIENNE DE BRILLOUET;85210;VENDEE
ST ETIENNE DE CARLAT;15130;CANTAL
ST ETIENNE DE CHIGNY;37230;INDRE ET LOIRE
ST ETIENNE DE CHOMEIL;15400;CANTAL
ST ETIENNE DE CROSSEY;38960;ISERE
ST ETIENNE DE CUINES;73130;SAVOIE
ST ETIENNE DE FONTBELLON;07200;ARDECHE
ST ETIENNE DE FOUGERES;47380;LOT ET GARONNE
ST ETIENNE DE FURSAC;23290;CREUSE
ST ETIENNE DE GOURGAS;34700;HERAULT
ST ETIENNE DE L OLM;30360;GARD
ST ETIENNE DE LISSE;33330;GIRONDE
ST ETIENNE DE LUGDARES;07590;ARDECHE
ST ETIENNE DE MAURS;15600;CANTAL
ST ETIENNE DE MER MORTE;44270;LOIRE ATLANTIQUE
ST ETIENNE DE MONTLUC;44360;LOIRE ATLANTIQUE
ST ETIENNE DE PUYCORBIER;24400;DORDOGNE
ST ETIENNE DE SERRE;07190;ARDECHE
ST ETIENNE DE ST GEOIRS;38590;ISERE
ST ETIENNE DE TINEE;06660;ALPES MARITIMES
ST ETIENNE DE TULMONT;82410;TARN ET GARONNE
ST ETIENNE DE VALOUX;07340;ARDECHE
ST ETIENNE DE VICQ;03300;ALLIER
ST ETIENNE DE VILLEREAL;47210;LOT ET GARONNE
ST ETIENNE DES CHAMPS;63380;PUY DE DOME
ST ETIENNE DES GUERETS;41190;LOIR ET CHER
ST ETIENNE DES OULLIERES;69460;RHONE
ST ETIENNE DES SORTS;30200;GARD
ST ETIENNE DU BOIS;01370;AIN
ST ETIENNE DU BOIS;85670;VENDEE
ST ETIENNE DU GRES;13103;BOUCHES DU RHONE
ST ETIENNE DU GUE DE L IS;22210;COTES D'ARMOR
ST ETIENNE DU ROUVRAY;76800;SEINE MARITIME
ST ETIENNE DU VALDONNEZ;48000;LOZERE
ST ETIENNE DU VAUVRAY;27430;EURE
ST ETIENNE DU VIGAN;43420;HAUTE LOIRE
ST ETIENNE EN BRESSE;71370;SAONE ET LOIRE
ST ETIENNE EN COGLES;35460;ILLE ET VILAINE
ST ETIENNE EN DEVOLUY;05250;HAUTES ALPES
ST ETIENNE ESTRECHOUX;34260;HERAULT
ST ETIENNE L ALLIER;27450;EURE
ST ETIENNE LA CIGOGNE;79360;DEUX SEVRES
ST ETIENNE LA GENESTE;19160;CORREZE
ST ETIENNE LA THILLAYE;14950;CALVADOS
ST ETIENNE LA VARENNE;69460;RHONE
ST ETIENNE LARDEYROL;43260;HAUTE LOIRE
ST ETIENNE LE LAUS;05130;HAUTES ALPES
ST ETIENNE LE MOLARD;42130;LOIRE
ST ETIENNE LES ORGUES;04230;ALPES DE HAUTE PROVENCE
ST ETIENNE LES REMIREMONT;88200;VOSGES
ST ETIENNE ROILAYE;60350;OISE
ST ETIENNE SOUS BAILLEUL;27920;EURE
ST ETIENNE SOUS BARBUISE;10700;AUBE
ST ETIENNE SUR BLESLE;43450;HAUTE LOIRE
ST ETIENNE SUR CHALARONNE;01140;AIN
ST ETIENNE SUR REYSSOUZE;01190;AIN
ST ETIENNE SUR SUIPPE;51110;MARNE
ST ETIENNE SUR USSON;63580;PUY DE DOME
ST ETIENNE VALLEE FRANCAI;48330;LOZERE
ST EUGENE;02330;AISNE
ST EUGENE;17520;CHARENTE MARITIME
ST EUGENE;71320;SAONE ET LOIRE
ST EUGENE;71190;SAONE ET LOIRE
ST EULIEN;52100;HAUTE MARNE
ST EUPHRAISE ET CLAIRIZET;51390;MARNE
ST EUPHRONE;21140;COTE D'OR
ST EUSEBE;71210;SAONE ET LOIRE
ST EUSEBE;74150;HAUTE SAVOIE
ST EUSEBE EN CHAMPSAUR;05500;HAUTES ALPES
ST EUSTACHE;74410;HAUTE SAVOIE
ST EUSTACHE LA FORET;76210;SEINE MARITIME
ST EUTROPE;16190;CHARENTE
ST EUTROPE DE BORN;47210;LOT ET GARONNE
ST EVARZEC;29170;FINISTERE
ST EVROULT DE MONTFORT;61230;ORNE
ST EVROULT NOTRE DAME DU;61550;ORNE
ST EXUPERY;33190;GIRONDE
ST EXUPERY LES ROCHES;19200;CORREZE
ST FARGEAU;89170;YONNE
ST FARGEAU PONTHIERRY;77310;SEINE ET MARNE
ST FARGEOL;03420;ALLIER
ST FAUST;64110;PYRENEES ATLANTIQUES
ST FELICIEN;07410;ARDECHE
ST FELIU D AMONT;66170;PYRENEES ORIENTALES
ST FELIU D AVALL;66170;PYRENEES ORIENTALES
ST FELIX;46100;LOT
ST FELIX;16480;CHARENTE
ST FELIX;17330;CHARENTE MARITIME
ST FELIX;03260;ALLIER
ST FELIX;60370;OISE
ST FELIX;74540;HAUTE SAVOIE
ST FELIX DE BOURDEILLES;24340;DORDOGNE
ST FELIX DE FONCAUDE;33540;GIRONDE
ST FELIX DE L HERAS;34520;HERAULT
ST FELIX DE LODEZ;34725;HERAULT
ST FELIX DE LUNEL;12320;AVEYRON
ST FELIX DE PALLIERES;30140;GARD
ST FELIX DE REILLAC ET MO;24260;DORDOGNE
ST FELIX DE RIEUTORD;09120;ARIEGE
ST FELIX DE SORGUES;12400;AVEYRON
ST FELIX DE TOURNEGAT;09500;ARIEGE
ST FELIX DE VILLADEIX;24510;DORDOGNE
ST FELIX LAURAGAIS;31540;HAUTE GARONNE
ST FERGEUX;08360;ARDENNES
ST FERJEUX;70110;HAUTE SAONE
ST FERME;33580;GIRONDE
ST FERREOL;31350;HAUTE GARONNE
ST FERREOL;74210;HAUTE SAVOIE
ST FERREOL D AUROURE;43330;HAUTE LOIRE
ST FERREOL DES COTES;63600;PUY DE DOME
ST FERREOL LE LAC;31250;HAUTE GARONNE
ST FERREOL TRENTE PAS;26110;DROME
ST FERRIOL;11500;AUDE
ST FEYRE;23000;CREUSE
ST FEYRE LA MONTAGNE;23500;CREUSE
ST FIACRE;22720;COTES D'ARMOR
ST FIACRE;77470;SEINE ET MARNE
ST FIACRE SUR MAINE;44690;LOIRE ATLANTIQUE
ST FIEL;23000;CREUSE
ST FIRMIN;05800;HAUTES ALPES
ST FIRMIN;54930;MEURTHE ET MOSELLE
ST FIRMIN;58270;NIEVRE
ST FIRMIN;71670;SAONE ET LOIRE
ST FIRMIN DES BOIS;45220;LOIRET
ST FIRMIN DES PRES;41100;LOIR ET CHER
ST FIRMIN SUR LOIRE;45360;LOIRET
ST FLAVY;10350;AUBE
ST FLORENT;20217;CORSE
ST FLORENT;45600;LOIRET
ST FLORENT;79000;DEUX SEVRES
ST FLORENT DES BOIS;85310;VENDEE
ST FLORENT LE VIEIL;49410;MAINE ET LOIRE
ST FLORENT SUR AUZONNET;30960;GARD
ST FLORENT SUR CHER;18400;CHER
ST FLORENTIN;36150;INDRE
ST FLORENTIN;89600;YONNE
ST FLORET;63320;PUY DE DOME
ST FLORIS;62350;PAS DE CALAIS
ST FLOUR;15100;CANTAL
ST FLOUR;63520;PUY DE DOME
ST FLOUR DE MERCOIRE;48300;LOZERE
ST FLOVIER;37600;INDRE ET LOIRE
ST FLOXEL;50310;MANCHE
ST FOLQUIN;62370;PAS DE CALAIS
ST FONS;69190;RHONE
ST FORGEOT;71400;SAONE ET LOIRE
ST FORGET;78720;YVELINES
ST FORGEUX;69490;RHONE
ST FORGEUX LESPINASSE;42640;LOIRE
ST FORT;53200;MAYENNE
ST FORT SUR GIRONDE;17240;CHARENTE MARITIME
